x1,x2,y
-0.0840692702075281,0.34228639236158975,1
0.6280278582679167,-0.663126076814812,0
-0.004789272638426877,0.17963224935021163,0
0.6690674577828026,0.24683850163439444,1
-0.38438987860644214,-0.13794929384696547,0
0.5822006681761346,-0.17742200275356923,0
0.11778265638378692,-0.21975148029493,1
-0.8391968886124285,0.09219686689782673,0
-0.23895744172171057,-0.45666493104695793,0
0.6826513173696764,0.6237714480468886,1
-0.525212963301324,0.02543341169351221,1
-0.15417065776587324,-0.4556663298107065,0
0.05911536751423335,0.25196028006824045,1
0.009703025209964827,-0.1362764673775107,1
-0.7657313643574266,0.5101436362408025,1
-0.3335010084299303,-0.12710664958558673,0
-0.7787928989223896,0.17525182093260253,0
-0.7334237030013309,-0.1308628689529605,0
0.6665153900830391,-0.5341041145043391,0
-0.6093589429439686,-0.42499763298815385,0
-0.5163875943497834,0.2213887554405464,1
0.6866005478956888,0.032392739233159995,1
0.4599203892533144,0.12958753407437842,1
0.31164155461172505,0.025002625862669162,1
0.43696711990670034,0.26179869132577094,0
-0.20135693246871147,-0.256816197786483,0
0.21852779038594913,0.3594067570965886,0
0.6883597205156776,-0.7504112738639711,0
0.7004592751463617,-0.009437399629322496,1
-0.29506352136294567,0.9395155966444461,1
-0.2054733194948621,-0.11598493975302694,0
0.03394306159935592,0.12361846565071917,0
0.0873716128038651,-0.38896001858373364,1
-0.3095137810879123,0.015343586592503108,0
0.289812403019154,-0.06791260644585287,1
0.41707914470183477,0.5494231625107207,0
-0.9705723578190101,-0.02948621111784333,1
0.03455056070191004,0.2720684915155613,0
-0.29638406210629714,-0.200599033513986,0
-0.2512123239575605,0.9800893448185795,1
-0.47714056398908,-0.49655383050369917,1
-0.16481999300660236,-0.12741333770457558,0
-0.8231325361211937,-0.39843846414187184,0
-0.24756123417987802,-0.557039720421166,1
-0.3159387540172416,0.8876161202792048,1
0.02356890786975832,-0.7089886075368883,1
0.013561287752851883,0.18076072194471882,0
-0.04153880378332281,0.17444497181647745,0
-0.23009185736545168,-0.28927571171356015,0
0.2926722007297156,0.08593474337492699,1
-0.2797460080794819,-0.5648956631076697,1
-0.3145846286420238,0.37225740217318115,1
0.035225469150888075,-0.08790705406576202,1
-0.06361004631420812,0.18816512810563282,0
-0.18888534416058295,-0.5416494100343263,1
-0.19202488467088275,0.0539101590937744,1
0.11080910211420869,0.18041566110025598,0
-0.427976382244127,-0.12727855739768787,1
0.12177081568268086,-0.2061091187863845,1
0.17992007820613526,-0.6738180924249016,1
0.18505183821733245,-0.21097724035094537,1
-0.031733198868132535,0.35163240976439253,1
0.6237116842060757,-0.02119095344334555,0
0.0384585329116994,-0.8787869136652644,0
1.0592967544533975,0.04841432428666802,0
0.10053559019019319,0.1864771886414231,0
0.9617123454382037,-0.19925666762896624,0
0.14947627617653675,0.20107211118039986,0
-0.7268046838685727,0.3776077699770502,1
0.03219624432067685,0.15631034278038286,0
-0.23014278303297267,0.002141264044523264,0
-0.947000581065983,-0.376332914526629,0
0.4687938955369083,-0.3215227531596047,0
0.6301041246398481,-0.4979774718794535,0
-0.11732794654019146,-0.46732716697847654,1
0.25798488241002215,0.11555897430109971,1
0.21547131955560833,-0.44123856211755114,0
0.5833507690155467,0.6857577829152836,1
0.021838415409463435,0.057224743556895614,0
-0.7681811642460952,-0.38255760642416076,0
0.1862790266609397,0.09854541942095227,0
0.6405354639632952,0.6890983808501258,1
0.6336675058082654,-0.432603220758139,1
-0.6794397760308721,-0.7375110329219786,0
0.4914782799263713,0.15375367932470377,0
0.056961011631244195,-0.8739448730994002,1
-0.34275190872066974,0.5536319775982892,0
-0.15628485693170835,-0.2593026317289344,0
-0.25677045811127913,-0.7280425003358444,1
-0.36397372024554264,-0.7598533398994944,0
-0.08105474942399511,0.659742334245632,0
0.15774711859164695,-0.23624725628523674,1
-0.40643688454233073,-0.6022368851401233,1
0.8970567173646439,-0.3999601264128131,0
0.07077828179113864,-1.032149943844895,0
-0.1073863572518979,-0.001611786348340874,1
-0.5469145199746798,-0.5998036061201308,0
0.5177864024211499,-0.05808689385176064,0
0.2842835427103811,0.7047670940367279,0
-0.3238219328597636,-0.10532693556472601,0
0.08475998904511325,0.23397666436965375,0
-0.696297128652012,-0.3533061522096741,0
-0.10971426061800665,0.6197864268662361,0
-0.8151926745176039,-0.29193759692020893,0
-0.21607239705635944,0.8088914305030832,0
0.7255847971238344,-0.10071481990894474,1
0.30289621342853534,0.44345066776538433,0
0.0860032642001725,0.2273187721453739,0
0.5202961868435417,0.0733534250238003,0
0.2942880590484761,-0.1194166077293515,1
0.32676959751493323,0.4310341652928123,0
0.9327960215371183,-0.33479823514986234,0
-0.47653496800335865,0.14044356207764258,1
-0.11618104610155802,-0.05849606645857758,1
0.08369277049225707,-0.29943654865935526,0
-0.23273002027981224,0.0709297768583541,0
0.38441841218501904,0.9629550072462074,1
0.10769935501742442,-0.6030718391749719,1
0.23220153353233774,-0.2488860648909764,1
0.09444033115988645,-0.6622153809681702,1
0.12969063971875813,0.9504609207507267,1
0.6528224748790188,0.06577687612243469,0
-0.23028691939895726,-0.24505944036719765,0
-0.10079562661093829,-0.26452972972838534,1
-0.15824868080193402,-0.1343331824752455,1
-0.19042678463071688,-0.2020058706818897,1
-0.6384273825681456,-0.710311099119328,0
-0.090559828587351,0.02990680737404846,1
0.726224038075229,-0.005905442663543439,1
0.2832910968511762,-0.616309435418859,1
-0.38073614309372084,0.3394819679195525,1
-0.23429120087233943,-0.3789524505092701,0
0.13535041412773577,0.13335904573385016,0
0.38069405062071504,-0.06715782882411733,1
-0.389525701765844,0.8144293284289352,1
0.22846901260811708,-0.08960236480165859,1
0.6032129155953917,0.1367314981702591,0
0.016158819371121846,0.4775178578632254,1
0.2554339612053346,-0.5173240918844199,1
-0.11935073755029256,-0.2917057277423685,0
0.6110516941572467,-0.7023198844094349,0
-0.4483141455544367,-0.03975520326611433,1
0.022751065804986516,0.2835374633489771,0
-0.39539128172947524,0.9198748489812186,1
0.19961822556220166,-0.6622759238811594,1
-0.08766211171027898,-0.8645727467790977,0
-0.26051623796283624,0.24454389810114657,0
0.6774896967138268,0.4035883338881201,1
0.11252217571134798,-0.5218238715514246,0
-0.4498862470045167,0.24119677722959793,0
0.2529666453983833,-0.4438438287539421,1
0.04271344603500117,0.22764788218534848,0
0.029156676529881173,-0.30948197171832864,0
0.1985317635788783,-0.7614057237785244,1
-0.18761410427737724,0.1593978959817096,0
0.13586492790314886,-0.1818946462795229,1
-0.31547919371660343,-0.8638235499810507,0
0.32551569042006206,0.12377680244966124,1
-0.19771356540672191,-0.8871564960873848,0
0.1363445577478244,0.6710276057291397,0
0.724407838425618,0.33265072439206506,1
0.4373910342800433,0.5560317144662732,1
-0.24563173878864203,-0.6266324367823506,1
-0.7216492827719851,-0.4392124647695458,0
0.10026653705967112,0.19088455935947438,0
-0.5893826366330315,0.6629585767629945,1
0.143019591531459,0.41445942145572,1
-0.3422388882890411,-0.13801546242753115,0
-0.11768319884374953,0.31323266468255273,0
0.1254688046946386,0.06566069728934029,0
0.943668457375942,-0.3111667736067241,0
-0.14291693011863382,-0.17840783985564843,1
